x,y
10.4531967393164944013506101327948272228240966796875,0E-32
1563.1883586094844531544367782771587371826171875,0E-32
2617.561143138303805244504474103450775146484375,0E-32
2617.7080120572188519922907090631269966252148151397705078125,0E-32
6175.46567175239341906944900983944535255432128906250,0E-32
8597.35706626773990279843928874470293521881103515625,0E-32
8672.91890117217948130701188347302377223968505859375,0E-32
11711.45815072154568525775175658054649829864501953125,0E-32
11915.01601033351779790336877340450882911682128906250,0E-32
12758.85527680201341382826285553164780139923095703125,0E-32
14533.78624218851704341659569763578474521636962890625,0E-32
15198.271642438775590022714823135174810886383056640625,0E-32
16383.14815650720536410744898603297770023345947265625,0E-32
17076.42849226354153557849713251926004886627197265625,0E-32
17092.80230169461492550908587872982025146484375000000,0E-32
25354.08799446050677062203249079175293445587158203125,0E-32
27013.63804457700340577730457880534231662750244140625,0E-32
31153.23618275577916136853673378936946392059326171875,0E-32
31653.54519885840526427500662975944578647613525390625,0E-32
32295.32448328896330025372662930749356746673583984375,0E-32
37393.72116934672653343341153231449425220489501953125,0E-32
42641.72233499847931881276963395066559314727783203125,0E-32
42845.75078943210917969963702489621937274932861328125,0E-32
43150.15006678763078440397293888963758945465087890625,0E-32
43169.566991566417353709539383999072015285491943359375,0E-32
46263.7165367800979627332935706363059580326080322265625,0E-32
47751.8123197763853813313517093774862587451934814453125,0E-32
50502.0290253116873575578438249067403376102447509765625,0E-32
51811.0664615739058209697986967512406408786773681640625,0E-32
52333.3007956902078436911551762023009359836578369140625,0E-32
52829.8538537270902626374891042360104620456695556640625,0E-32
56151.9657292243989541447035662713460624217987060546875,0E-32
57202.4050232951082453070057454169727861881256103515625,0E-32
58425.5398024542087060950734667130745947360992431640625,0E-32
59227.9062651743089151779031453770585358142852783203125,0E-32
59821.3810906716154054407752482802607119083404541015625,0E-32
60995.4381595321886866400973303825594484806060791015625,0E-32
61818.64055440345921288436414897660142742097377777099609375,0E-32
63733.0811776300503854741918985382653772830963134765625,0E-32
67602.2763115704478966705437414930202066898345947265625,0E-32
68604.1545805842566583265806912095285952091217041015625,0E-32
71147.4596482772679539863247555331327021121978759765625,0E-32
71333.2304889213747944864962846622802317142486572265625,0E-32
72772.3487017905458404953833451145328581333160400390625,0E-32
73095.8820655695931751694160993793047964572906494140625,0E-32
