x,y
0,0E-32
178.78052534024487840724759735167026519775390625,0E-32
1403.05436450349321830799453891813755035400390625,0E-64
1880.16894844592985691633657552301883697509765625,0E-64
2277.11194579718750219399225898087024688720703125,0E-64
2663.24097703210185272837406955659389495849609375,0E-64
2680.2297784644958227318056742660701274871826171875,0E-64
3243.3490351379627298911145771853625774383544921875,0E-64
3258.7942831878870055817287720856256783008575439453125,0E-64
3279.1709988464858298584658768959343433380126953125,0E-64
3927.4055876097621631259926289203576743602752685546875,0E-64
3931.41303632427390102321851372835226356983184814453125,0E-64
4487.95626180787054426701843112823553383350372314453125,0E-64
4930.25812156634345928551965698716230690479278564453125,0E-64
5787.68952732429910401634742811438627541065216064453125,0E-64
6483.08852881383439825668801859137602150440216064453125,0E-64
6603.56251224708657066031491922331042587757110595703125,0E-64
7575.43009049784219843814980777096934616565704345703125,0E-64
7595.59783489141511925168970265076495707035064697265625,0E-64
8161.83079652261074077301827855990268290042877197265625,0E-64
8383.34669641342827706154139377758838236331939697265625,0E-64
8467.46526014132780435517133810208179056644439697265625,0E-64
8905.43029773185776409860636704252101480960845947265625,0E-64
9134.62976557672240662810736466781236231327056884765625,0E-64
9208.71967325790993275091977920965291559696197509765625,0E-64
9636.61753466430556702704279814497567713260650634765625,0E-64
9687.16293107008346741082505104714073240756988525390625,0E-64
9747.62278219403950973998007611953653395175933837890625,0E-64
9815.88267036447734259496655795373953878879547119140625,0E-64
10419.54312600455841053559424835839308798313140869140625,0E-64
10510.34535607469960272197795347892679274082183837890625,0E-64
10842.81885270063205783941384652280248701572418212890625,0E-64
10868.44272873768481790790474406094290316104888916015625,0E-64
10995.08440472939618448577903109253384172916412353515625,0E-64
12164.90319188735988209515426206053234636783599853515625,0E-64
12679.89323817395508431360440226853825151920318603515625,0E-64
12726.96687165329987667661271188990212976932525634765625,0E-64
13216.03444737733403346879867967800237238407135009765625,0E-64
13635.24625154765178169924411122337915003299713134765625,0E-64
13651.40522959495441401855941876419819891452789306640625,0E-64
13850.92661654908047186296471409150399267673492431640625,0E-64
14100.19377856094123391272887602099217474460601806640625,0E-64
14371.46363032445722129892828888841904699802398681640625,0E-64
14562.53554597298505601798979114391840994358062744140625,0E-64
14955.77485532206349549966262202360667288303375244140625,0E-64
15080.50305100293466242789008902036584913730621337890625,0E-64
15705.24416339029520717218701975070871412754058837890625,0E-64
15948.15314668946835130469708019518293440341949462890625,0E-64
16027.02975496443796377121771001839078962802886962890625,0E-64
16838.54390728704331881004918614053167402744293212890625,0E-64
16872.03755711187267340989137665019370615482330322265625,0E-64
17012.19827203951996441588789821253158152103424072265625,0E-64
17165.31041108660420579923311379388906061649322509765625,0E-64
