x,y
0,0
0,0
0,0
13.4708185785392284827821640647016465663909912109375,0
123.6986582174881306173119810409843921661376953125,0
123.6986582174881306173119810409843921661376953125,0
136.572453498188433940185859682969748973846435546875,0
2132.2433718089755103619609144516289234161376953125,0
2132.2433718089755103619609144516289234161376953125,0
2140.924375492320695713033273932524025440216064453125,0
2180.2088535781263942681107437238097190856933593750,0
2180.2088535781263942681107437238097190856933593750,0
2181.16531016724515479321411248747608624398708343505859375,0
6205.7117811211602145249344175681471824645996093750,0
6205.7117811211602145249344175681471824645996093750,0
6217.4063657472204962317618992528878152370452880859375,0
7296.0268243143287634211446857079863548278808593750,0
7296.0268243143287634211446857079863548278808593750,0
7326.969423534924832352999146678484976291656494140625,0
7425.5742561100470311430399306118488311767578125000,0
7425.5742561100470311430399306118488311767578125000,0
7436.0675076856824663451561718829907476902008056640625,0
7587.7685267335942569388862466439604759216308593750,0
7587.7685267335942569388862466439604759216308593750,0
7683.3409222809083445326905348338186740875244140625,0
8449.1474970763002545481867855414748191833496093750,0
8449.1474970763002545481867855414748191833496093750,0
8518.0520940315484494931297376751899719238281250000,0
10593.3781185509756994633789872750639915466308593750,0
10593.3781185509756994633789872750639915466308593750,0
10633.35462238834106329932183143682777881622314453125,0
10960.8017463725608706681668991222977638244628906250,0
10960.8017463725608706681668991222977638244628906250,0
11089.6285497318525585797033272683620452880859375000,0
11278.9620232441151017610536655411124229431152343750,0
11278.9620232441151017610536655411124229431152343750,0
11300.4334835365070262014342006295919418334960937500,0
11303.845503065387280372533496120013296604156494140625,0
11303.845503065387280372533496120013296604156494140625,0
11309.94312006459098984834099610452540218830108642578125,0
12524.4851691870798617856053169816732406616210937500,0
12524.4851691870798617856053169816732406616210937500,0
12639.1127509046543906379156396724283695220947265625,0
12988.7149043799781793495640158653259277343750000000,0
12988.7149043799781793495640158653259277343750000000,0
13014.001377671312827288829794269986450672149658203125,0
13990.6557035198886751459212973713874816894531250000,0
13990.6557035198886751459212973713874816894531250000,0
14246.1189923113569761881080921739339828491210937500,0
15779.9833152230851283093215897679328918457031250000,0
15779.9833152230851283093215897679328918457031250000,0
15795.167395162851779133461604942567646503448486328125,0
17695.9430974708877783996285870671272277832031250000,0
17695.9430974708877783996285870671272277832031250000,0
17733.2259833423740928992629051208496093750000000000,0
18032.1664910111957169647212140262126922607421875000,0
18032.1664910111957169647212140262126922607421875000,0
18071.1855426460356568441056879237294197082519531250,0
20879.0978408274726234594709239900112152099609375000,0
20879.0978408274726234594709239900112152099609375000,0
20898.4550380162698104413721011951565742492675781250,0
21020.3688822046836435220029670745134353637695312500,0
21020.3688822046836435220029670745134353637695312500,0
