time,event,queueSize,systemSize,meanQueueSize,meanSystemSize,meanWaitingTime,meanCallingTime,meanSystemTime,LittlesLaw
0,arrive,0,0,0,0,0,0,0,0E-10
0,begin,1,1,0,0,0,0,0,0E-10
0.81764335366209461852804452064447104930877685546875,finish,0,1,0E-10,1.0000000000,0E-10,0,0.8176433537,0.00081764335370000000
520.341640033739167847670614719390869140625,arrive,0,0,0E-10,0.0015713587,0E-10,0.8176433537,0.8176433537,0.00081764335370000000
520.341640033739167847670614719390869140625,begin,1,1,0E-10,0.0015713587,0E-10,0.8176433537,0.8176433537,0.00081764335370000000
530.1747054703446249135367907001636922359466552734375,finish,0,1,0E-10,0.0200890549,0E-10,0.8176433537,5.3253543951,0.00532535439510000000
1346.1378434497968328287242911756038665771484375,arrive,0,0,0E-10,0.0079120492,0E-10,5.3253543951,5.3253543951,0.00532535439510000000
1346.1378434497968328287242911756038665771484375,begin,1,1,0E-10,0.0079120492,0E-10,5.3253543951,5.3253543951,0.00532535439510000000
1453.2607562151906677172519266605377197265625000,finish,0,1,0E-10,0.0810409426,0E-10,5.3253543951,39.2578738519,0.03925787385190000000
3468.7907128916762076187296770513057708740234375,arrive,0,0,0E-10,0.0339523573,0E-10,39.2578738519,39.2578738519,0.03925787385190000000
3468.7907128916762076187296770513057708740234375,begin,1,1,0E-10,0.0339523573,0E-10,39.2578738519,39.2578738519,0.03925787385190000000
3613.43669632658298951355391182005405426025390625,finish,0,1,0E-10,0.0726232745,0E-10,39.2578738519,65.6049012476,0.06560490124760000000
4475.1822975426649691144120879471302032470703125,arrive,0,0,0E-10,0.0586388637,0E-10,65.6049012476,65.6049012476,0.06560490124760000000
4475.1822975426649691144120879471302032470703125,begin,1,1,0E-10,0.0586388637,0E-10,65.6049012476,65.6049012476,0.06560490124760000000
4479.81422149301459256776070105843245983123779296875,arrive,0,1,0E-10,0.0596121883,0E-10,65.6049012476,53.4103057882,0.05341030578820000000
4500.50175950841968841587004135362803936004638671875,finish,1,2,0.0045967181,0.0685316041,3.4479230026,65.6049012476,51.4044341620,0.04680771606200000000
4500.50175950841968841587004135362803936004638671875,begin,1,1,0.0045967181,0.0685316041,3.4479230026,57.5478133913,51.4044341620,0.04680771606200000000
4715.46260070595325686326759750954806804656982421875,finish,0,1,0.0043871704,0.1109938707,3.4479230026,57.5478133913,87.2312410282,0.08284407062820000000
8175.29563025094665107417313265614211559295654296875,arrive,0,0,0.0025304942,0.0640206140,3.4479230026,83.7833180256,87.2312410282,0.08470074682820000000
8175.29563025094665107417313265614211559295654296875,begin,1,1,0.0025304942,0.0640206140,3.4479230026,83.7833180256,87.2312410282,0.08470074682820000000
8464.96059814786968189537219586782157421112060546875,finish,0,1,0.0024439025,0.0960491670,2.9553625736,83.7833180256,116.1503448666,0.11370644236660000000
9703.26816775811305859633648651652038097381591796875,arrive,0,0,0.0021320175,0.0837916051,2.9553625736,113.1949822930,116.1503448666,0.11401832736660000000
9703.26816775811305859633648651652038097381591796875,begin,1,1,0.0021320175,0.0837916051,2.9553625736,113.1949822930,116.1503448666,0.11401832736660000000
9853.05294628230168285654144710861146450042724609375,finish,0,1,0.0020996069,0.0977196812,2.5859422519,113.1949822930,120.3546490738,0.11825504217380000000
13498.96611403966738151893878239206969738006591796875,arrive,0,0,0.0015325276,0.0713267360,2.5859422519,117.7687068219,120.3546490738,0.11882212147380000000
13498.96611403966738151893878239206969738006591796875,begin,1,1,0.0015325276,0.0713267360,2.5859422519,117.7687068219,120.3546490738,0.11882212147380000000
13499.654379799549398288860402317368425428867340087890625,finish,0,1,0.0015324495,0.0713740835,2.2986153350,117.7687068219,107.0583842611,0.10552593476110000000
16101.97442792153417912004442769102752208709716796875,arrive,0,0,0.0012847827,0.0598389634,2.2986153350,104.7597689261,107.0583842611,0.10577360156110000000
16101.97442792153417912004442769102752208709716796875,begin,1,1,0.0012847827,0.0598389634,2.2986153350,104.7597689261,107.0583842611,0.10577360156110000000
16268.12117645504380192278404138050973415374755859375,finish,0,1,0.0012716612,0.0694408527,2.0687538015,104.7597689261,112.9672206884,0.11169555948840000000
17611.83155245067330696429053205065429210662841796875,arrive,0,0,0.0011746386,0.0641428010,2.0687538015,110.8984668868,112.9672206884,0.11179258208840000000
17611.83155245067330696429053205065429210662841796875,begin,1,1,0.0011746386,0.0641428010,2.0687538015,110.8984668868,112.9672206884,0.11179258208840000000
17689.59848701191253184106244589202105998992919921875,finish,0,1,0.0011694747,0.0682570123,1.8806852741,110.8984668868,109.7671946768,0.10859771997680000000
19457.66836378802661755571534740738570690155029296875,arrive,0,0,0.0010632075,0.0620546675,1.8806852741,107.8865094027,109.7671946768,0.10870398717680000000
19457.66836378802661755571534740738570690155029296875,begin,1,1,0.0010632075,0.0620546675,1.8806852741,107.8865094027,109.7671946768,0.10870398717680000000
19472.55698222951698994620528537780046463012695312500,finish,0,1,0.0010623945,0.0627718158,1.7239615013,107.8865094027,101.8606466572,0.10079825215720000000
19783.36040557591069699583385954611003398895263671875,arrive,0,0,0.0010457039,0.0617856489,1.7239615013,100.1366851559,101.8606466572,0.10081494275720000000
19783.36040557591069699583385954611003398895263671875,begin,1,1,0.0010457039,0.0617856489,1.7239615013,100.1366851559,101.8606466572,0.10081494275720000000
19930.72808672105463045909345964901149272918701171875,finish,0,1,0.0010379720,0.0687228000,1.5913490781,100.1366851559,105.3611877717,0.10432321577170000000
20266.57473458880024708150813239626586437225341796875,arrive,0,0,0.0010207713,0.0675839632,1.5913490781,103.7698386936,105.3611877717,0.10434041647170000000
20266.57473458880024708150813239626586437225341796875,begin,1,1,0.0010207713,0.0675839632,1.5913490781,103.7698386936,105.3611877717,0.10434041647170000000
20297.48782056359563341629836941137909889221191406250,finish,0,1,0.0010192167,0.0690040334,1.4776812868,103.7698386936,100.0434662147,0.09902424951470000000
20793.19152299905675107538627344183623790740966796875,arrive,0,0,0.0009949188,0.0673589971,1.4776812868,98.5657849279,100.0434662147,0.09904854741470000000
20793.19152299905675107538627344183623790740966796875,begin,1,1,0.0009949188,0.0673589971,1.4776812868,98.5657849279,100.0434662147,0.09904854741470000000
20895.26752012852970352696502231992781162261962890625,arrive,0,1,0.0009900585,0.0719150651,1.3791692010,98.5657849279,100.1789682757,0.09918890977570000000
20969.77747453486767170716120745055377483367919921875,finish,1,2,0.0045397474,0.0787659495,5.9498432764,98.5657849279,103.2315270593,0.09869177965930000000
20969.77747453486767170716120745055377483367919921875,begin,1,1,0.0045397474,0.0787659495,5.9498432764,103.7671293685,103.2315270593,0.09869177965930000000
21067.40012830473214222593014710582792758941650390625,finish,0,1,0.0045187110,0.0830347872,5.9498432764,103.7671293685,109.3329429199,0.10481423191990000000
21832.22952495572386766298222937621176242828369140625,arrive,0,0,0.0043604109,0.0801259022,5.9498432764,103.3830996435,109.3329429199,0.10497253201990000000
21832.22952495572386766298222937621176242828369140625,begin,1,1,0.0043604109,0.0801259022,5.9498432764,103.3830996435,109.3329429199,0.10497253201990000000
21910.34991362204353748666108003817498683929443359375,finish,0,1,0.0043448641,0.0834056728,5.5998524954,103.3830996435,107.4969103168,0.10315204621680000000
22154.73808893293043098537964397110044956207275390625,arrive,0,0,0.0042969360,0.0824856276,5.5998524954,101.8970578214,107.4969103168,0.10319997431680000000
22154.73808893293043098537964397110044956207275390625,begin,1,1,0.0042969360,0.0824856276,5.5998524954,101.8970578214,107.4969103168,0.10319997431680000000
