id,velocity
1297,1.524429750983071318870543109369464218616485595703125
953,1.5143644084927554427366658273967914283275604248046875
269,1.7162940965027539963472236195229925215244293212890625
1713,1.3834609410102303161949066634406335651874542236328125
1599,1.8466274545684473462614505478995852172374725341796875
707,1.4917536304480474296241254705819301307201385498046875
1888,1.3026339729989302451684807238052599132061004638671875
727,1.467381257251863413415549075580202043056488037109375
1256,1.3458832611412006041717859261552803218364715576171875
1922,1.6551213182653745636940811891690827906131744384765625
148,1.366008342810494102792517878697253763675689697265625
507,1.5568553001133003110822983217076398432254791259765625
861,1.608599213499977143015939873293973505496978759765625
151,1.6348155820792220627168944702134467661380767822265625
1512,1.554999427753957608189239181228913366794586181640625
405,1.5583983228011286659153711298131383955478668212890625
1885,1.673348867638781545252868454554118216037750244140625
126,1.34296969377789121580235587316565215587615966796875
1776,1.530124224967119861418041182332672178745269775390625
971,1.594092684490279854259142666705884039402008056640625
162,1.51971784958628486350562525331042706966400146484375
733,1.6613614147971755841126650921069085597991943359375
654,1.5647961449469784955823570271604694426059722900390625
1121,1.4449314596604321270234549956512637436389923095703125
2325,1.5106449594704633998532017358229495584964752197265625
1551,1.32153162927868006448761661886237561702728271484375
1970,1.5903150084818056253510576425469480454921722412109375
1952,1.4050776579646215846963741569197736680507659912109375
2657,1.3111671310659411826549103352590464055538177490234375
2423,1.37893201415880373161826355499215424060821533203125
1505,1.4980558891204527327545292791910469532012939453125
1145,1.4229723699920089341475204491871409118175506591796875
1410,1.6728082248432496470513797248713672161102294921875
2579,1.4105013434973745489742213976569473743438720703125
2163,1.581371212291083683254555580788291990756988525390625
456,1.3782307826156527941208196352818049490451812744140625
2187,1.3854001745574333614996476171654649078845977783203125
2193,1.6365444037520442410738041871809400618076324462890625
1808,1.3480736128379924299025560685549862682819366455078125
365,1.4686300421533646787253246657201088964939117431640625
841,1.4352439514383072971526189576252363622188568115234375
106,1.3963184198627793808356045701657421886920928955078125
2134,1.684951449292248160105600618408061563968658447265625
2184,1.520133929155168761582217484829016029834747314453125
2371,1.4649006390627794527148353154188953340053558349609375
452,1.5741199475961575870996966841630637645721435546875
2353,1.612738112479519259068183600902557373046875
41,1.6974506691819797321585383542696945369243621826171875
1563,1.4677534176619009276265614971634931862354278564453125
1787,1.256914350980195660412164215813390910625457763671875
1820,1.522541045724624897417243118979968130588531494140625
2224,1.5431353537685639221166411516605876386165618896484375
1142,1.48207770747787748177870525978505611419677734375
2339,1.59287023100466296199329008231870830059051513671875
1239,1.274446225797313037020330739323981106281280517578125
1515,1.568855416523380785775998447206802666187286376953125
169,1.29862996752357151564183368464000523090362548828125
328,1.3624916984767063699024447487317956984043121337890625
851,1.4018768609036416084023812800296582281589508056640625
1772,1.445543375490900839253072263090871274471282958984375
224,1.26475660854383864517558322404511272907257080078125
29,1.39735415290728948178866630769334733486175537109375
515,1.56784668124250625709237283444963395595550537109375
632,1.25485924684207272861158344312570989131927490234375
1089,1.4431080173592480964117612529662437736988067626953125
590,1.4944524817038555841719471573014743626117706298828125
977,1.521900575819768786089980494580231606960296630859375
1868,1.5057687765316227768153112265281379222869873046875
221,1.5350686977406999833561940249637700617313385009765625
838,1.42548408450963304261449593468569219112396240234375
2315,1.47674468276776860165000471170060336589813232421875
272,1.470007247350292090004586498253047466278076171875
1130,1.5976318893803280740684158445219509303569793701171875
1112,1.3856558060790893360803011091775260865688323974609375
891,1.4895305781000474087960583347012288868427276611328125
1162,1.3970042127629420658507797270431183278560638427734375
203,1.3897974933332097879912225835141725838184356689453125
840,1.326695934884317917834550826228223741054534912109375
668,1.477709689572566986726087634451687335968017578125
1028,1.2786722146487969897776793004595674574375152587890625
1597,1.67263060969946142364506158628500998020172119140625
199,1.4071614494352129298704312532208859920501708984375
823,1.557636723596165229110965810832567512989044189453125
268,1.3968674513237180345726073937839828431606292724609375
414,1.4793463802010837770950502090272493660449981689453125
1086,1.385342268098821438826462326687760651111602783203125
281,1.618825773463983264122134642093442380428314208984375
2221,1.5108134122901575313591138183255679905414581298828125
89,1.5161240437095331312633561537950299680233001708984375
1366,1.572140387836918673514219335629604756832122802734375
879,1.32041238040233732675687861046753823757171630859375
53,1.522268307369514683813349620322696864604949951171875
7,1.413214205421770675030757047352381050586700439453125
205,1.4439509238991379280747651137062348425388336181640625
233,1.476561075708513026683021962526254355907440185546875
1590,1.535192932865832471378553236718289554119110107421875
1195,1.7714096994139165719417405853164382278919219970703125
682,1.464339581055035477419323797221295535564422607421875
1608,1.5641619589880797480674345933948643505573272705078125
1363,1.6239208611491295908280108051258139312267303466796875
2137,1.55987033119299756123155020759440958499908447265625
495,1.333544080220809835424233824596740305423736572265625
1702,1.5463053071528076731766532248002476990222930908203125
2087,1.478127855383467359473570468253456056118011474609375
648,1.4292724624988146775450559289311058819293975830078125
1789,1.3083926950815121248439254486584104597568511962890625
2645,1.529595059305759008339009596966207027435302734375
1501,1.4628196531071113728472710135974921286106109619140625
710,1.6044515034627642169340333566651679575443267822265625
360,1.1877187034705485313423878324101679027080535888671875
2414,1.587499009478271272399751978809945285320281982421875
525,1.4126399794675885690509176129125989973545074462890625
2196,1.5740082360114808768258853888255544006824493408203125
366,1.54491141834026723955730631132610142230987548828125
1830,1.3874375697939378415668443267350085079669952392578125
2151,1.634847542062527470108079796773381531238555908203125
2291,1.371737423410881007157513522543013095855712890625
2292,1.4090123841837873808202630243613384664058685302734375
1724,1.5531675953127892508831564555293880403041839599609375
2604,1.6508401973546049656960121865267865359783172607421875
2521,1.62532050362679481025907080038450658321380615234375
87,1.6202075616247526568258763290941715240478515625
1668,1.4253588345874261822388007203699089586734771728515625
766,1.5700954710427998950450501070008613169193267822265625
528,1.4624655939872652776756467574159614741802215576171875
1839,1.48891804086118373362523925607092678546905517578125
504,1.624022399293278073884039258700795471668243408203125
2534,1.347701317615574989616789025603793561458587646484375
1427,1.571117478395587685469081407063640654087066650390625
1355,1.6576762762868340050914639505208469927310943603515625
1982,1.3468639947903919829030883192899636924266815185546875
1002,1.4953691432940046102118003545911051332950592041015625
1564,1.408197926243100805976382616790942847728729248046875
769,1.4061362226597797775440312761929817497730255126953125
1372,1.534580698978220691941487530129961669445037841796875
2474,1.4035402472950579966237683038343675434589385986328125
1644,1.4776621276071271182672717259265482425689697265625
2529,1.555669260424141331355940565117634832859039306640625
1534,1.4006685077416334284095000839442946016788482666015625
611,1.4619483017139833780362323523149825632572174072265625
2205,1.634355401934724394408249281696043908596038818359375
1431,1.65751180065388137307991200941614806652069091796875
2114,1.39019766789127885431298636831343173980712890625
361,1.38686163133762629939838006976060569286346435546875
558,1.535602143003046649027965031564235687255859375
2135,1.462137299364978826332617245498113334178924560546875
2616,1.66141630149521457582295624888502061367034912109375
855,1.3105598294194240605037293789791874587535858154296875
65,1.568786093602372755384521951782517135143280029296875
2363,1.5867351679738563863253375529893673956394195556640625
774,1.373846590653890142874615776236169040203094482421875
825,1.3055980054042153337690024272887967526912689208984375
1897,1.469868484693245047623122445656917989253997802734375
319,1.4370008939628118316278460042667575180530548095703125
1526,1.1912816806827688509429208352230489253997802734375
1258,1.5445520292808054829691855047713033854961395263671875
1760,1.3603488264035406007934625449706800282001495361328125
1971,1.4441310278697685465232325441320426762104034423828125
1338,1.3946072969058196378000502591021358966827392578125
37,1.461492092894350225407151810941286385059356689453125
71,1.4410884229956357760471519213751889765262603759765625
794,1.395129227304634955686424291343428194522857666015625
1514,1.644525797842322223374367240467108786106109619140625
2096,1.34990161526012730774937153910286724567413330078125
1814,1.5046404103051365108711934226448647677898406982421875
2073,1.4687919089266026073659077155753038823604583740234375
2527,1.1829792871523034936132034999900497496128082275390625
76,1.615567543686325269192138875951059162616729736328125
1960,1.6375451162772052260407917856355197727680206298828125
2331,1.538142553610323037815987845533527433872222900390625
1413,1.4407072267679328358980228586005978286266326904296875
1609,1.3739298935909136645250328001566231250762939453125
990,1.410504423740756241301141926669515669345855712890625
1221,1.4187207210159462622556247879401780664920806884765625
51,1.4188579902645683805673115784884430468082427978515625
433,1.7641401887591789954257137651438824832439422607421875
1054,1.4933831433351725248570573967299424111843109130859375
1426,1.53851984616365466962406571838073432445526123046875
2003,1.5216993190955341308523429688648320734500885009765625
88,1.485953641578357409258615007274784147739410400390625
2067,1.402608363998631535451977470074780285358428955078125
412,1.358603790962054969071459709084592759609222412109375
2258,1.4257903639835152187487210539984516799449920654296875
459,1.458366512905421519263882146333344280719757080078125
1346,1.551926305200109101889438534271903336048126220703125
1792,1.43267745602931739767882390879094600677490234375
1510,1.4597977389051528529506640552426688373088836669921875
2281,1.3712649601155508793937087830272503197193145751953125
354,1.394165522651438227086373444763012230396270751953125
1348,1.5005946165199952613278355784132145345211029052734375
2037,1.4642322494877315630645853161695413291454315185546875
1313,1.0842433758173071201014181497157551348209381103515625
302,1.547250501282753543108583471621386706829071044921875
2237,1.718198333302539904110517454682849347591400146484375
2531,1.5313923062415020215354388710693456232547760009765625
6,1.6714590039260894815953406578046269714832305908203125
453,1.340118330205299468360635728458873927593231201171875
1732,1.4313895130839473512907034091767854988574981689453125
1358,1.73620851196875936039987209369428455829620361328125
264,1.3687571490939258733732231121393851935863494873046875
1942,1.4701984202619977626369518475257791578769683837890625
1654,1.6214177959468341061466389874112792313098907470703125
736,1.355786835808750812049083833699114620685577392578125
388,1.64607130266859957856695473310537636280059814453125
726,1.27606299739248552072012898861430585384368896484375
1245,1.555145027270752766668238109559752047061920166015625
2338,1.410038245441912696520603276439942419528961181640625
1481,1.5032084421968094911647995104431174695491790771484375
2654,1.27033697024277447695794762694276869297027587890625
362,1.392475195792965081409420236013829708099365234375
2545,1.714524594736781093473609871580265462398529052734375
2500,1.338563478604337664279455566429533064365386962890625
690,1.371961376098519647115381303592585027217864990234375
215,1.3406971855127933768159209648729301989078521728515625
1314,1.6503239239629701184952637049718759953975677490234375
2523,1.7088373171554496199320283267297782003879547119140625
2559,1.3714586652378379927341711663757450878620147705078125
1552,1.6848904456243680716198696245555765926837921142578125
2055,1.30970613540949898379039950668811798095703125
2199,1.6795422152032706275548434859956614673137664794921875
2349,1.402982711580119445926584376138634979724884033203125
39,1.3023054524994399638870845592464320361614227294921875
535,1.5023056667861693913579301806748844683170318603515625
2437,1.2792760828185567589798665721900761127471923828125
872,1.7739831963218060106868279035552404820919036865234375
411,1.4208877591346504853930809986195527017116546630859375
392,1.3726225450378077841406820880365557968616485595703125
897,1.5601054306278552274989124271087348461151123046875
2573,1.6455683388441768588705826914520002901554107666015625
1029,1.434618506627148182275277576991356909275054931640625
1416,1.3242940459038672340597031507059000432491302490234375
2090,1.2767322411450316987924225031747482717037200927734375
136,1.520795311495335422335983821540139615535736083984375
296,1.6144168932576368202802541418350301682949066162109375
2398,1.4430892232405760911007064350997097790241241455078125
595,1.414574032627705424403075085137970745563507080078125
2426,1.5859447262837529368795230766409076750278472900390625
1485,1.46404161213280925579738322994671761989593505859375
1494,1.4611490511985156803831387151149101555347442626953125
1500,1.68758121474280553542257621302269399166107177734375
1168,1.4505030237808360649154337806976400315761566162109375
552,1.5298377267856555494773829195764847099781036376953125
1376,1.21240592085787479703640201478265225887298583984375
652,1.4738239611049623878358261208632029592990875244140625
62,1.3905869351367379227468745739315636456012725830078125
788,1.578147077331815584244623096310533583164215087890625
2150,1.4299436440744297538429918859037570655345916748046875
1525,1.5560514261616891218409364228136837482452392578125
32,1.6007522508857281451355447643436491489410400390625
950,1.45554587375691024675461449078284204006195068359375
1010,1.5694796431176107898153304631705395877361297607421875
1412,1.3358112234678145568977924995124340057373046875
2012,1.465269170137490473138086599647067487239837646484375
346,1.5182513554369005959188143606297671794891357421875
1681,1.4948828074813549360300157786696217954158782958984375
201,1.44306068874068404994659431395120918750762939453125
1315,1.6331244706300329649906188933528028428554534912109375
1894,1.5073766300181212773878769439761526882648468017578125
574,1.60161267256989869878225363208912312984466552734375
2421,1.4776178314874182095906007816665805876255035400390625
620,1.6050934222752728519623133252025581896305084228515625
1518,1.4808389959472119112859900269540958106517791748046875
594,1.5213670849581981681097886394127272069454193115234375
1747,1.47101075849397577854915653006173670291900634765625
2326,1.518294718603454551697495844564400613307952880859375
931,1.5634926662635331151562922968878410756587982177734375
1678,1.40152697040328799715780405676923692226409912109375
2042,1.457581514347286333332931462791748344898223876953125
2541,1.47998434059135330898016036371700465679168701171875
1188,1.242145976015363917355216472060419619083404541015625
1164,1.4105664440494241063106528599746525287628173828125
1069,1.313040625883018730490903180907480418682098388671875
1174,1.4752496206320817595525340948370285332202911376953125
1322,1.581888973155572752915531964390538632869720458984375
773,1.5415945479166379694646593634388409554958343505859375
1107,1.2499414810936377850936196409747935831546783447265625
676,1.335802573131052550792219335562549531459808349609375
2027,1.325870112584018212231740108109079301357269287109375
324,1.546142799021123170888358799857087433338165283203125
1918,1.4492309770085556319685338166891597211360931396484375
2110,1.5396675697417008255030168584198690950870513916015625
2018,1.46798232702959996487379612517543137073516845703125
1632,1.4177864163332627445157640977413393557071685791015625
1836,1.592616153022808678230148871080018579959869384765625
2365,1.6505757049447009610076975150150246918201446533203125
1723,1.449554983029742505351578074623830616474151611328125
1726,1.55379667155898903985189463128335773944854736328125
422,1.549085371309459890909465684671886265277862548828125
1646,1.4209174657259555640820281041669659316539764404296875
1377,1.500225400938697273289790246053598821163177490234375
1697,1.40898012502669889300932482001371681690216064453125
1603,1.499989813494895685153096565045416355133056640625
491,1.568081069161140650436436771997250616550445556640625
2139,1.592968536737536577874152499134652316570281982421875
68,1.622737395265736015659285840229131281375885009765625
821,1.37687485834054967881456832401454448699951171875
38,1.4026513628550547618800692362128756940364837646484375
946,1.644520230718752973331220346153713762760162353515625
714,1.4048812369428207436072852942743338644504547119140625
1161,1.54763071933786644507335950038395822048187255859375
1299,1.2477712397629330265402813893160782754421234130859375
2592,1.6186721508585628637177933342172764241695404052734375
877,1.5763959393965774058443685134989209473133087158203125
1566,1.610173119886635806352614963543601334095001220703125
1966,1.41711734106134290556155974627472460269927978515625
1132,1.527679047879217488770109412143938243389129638671875
1624,1.30031900800132671491837754729203879833221435546875
274,1.5404910165356795470614770238171331584453582763671875
1879,1.525922838191263952722920294036157429218292236328125
922,1.61617873725178196053775536711327731609344482421875
1826,1.337424692402785719735902603133581578731536865234375
1892,1.5610636516775986404326204137760214507579803466796875
118,1.3512501822302052101321123700472526252269744873046875
191,1.5677773952289033587703670491464436054229736328125
2125,1.6185907786830038279646259979926981031894683837890625
1986,1.35558499274673227574794509564526379108428955078125
2216,1.5482421180748471289945200624060817062854766845703125
1774,1.634334184263396938519008472212590277194976806640625
553,1.5459844614936850692998859813087619841098785400390625
2369,1.5652876684387688754895862075500190258026123046875
1335,1.4631046823194189254735420036013238131999969482421875
2276,1.4843407301087492289326519312453456223011016845703125
2352,1.2970655843584333322127122301026247441768646240234375
2576,1.48573725958687230530586020904593169689178466796875
182,1.4148147363666281339789065896184183657169342041015625
1554,1.58238429610315467499503938597626984119415283203125
1316,1.28860874785411727572181916912086308002471923828125
545,1.32350573013625005813764801132492721080780029296875
2390,1.3075954712666695289868812324129976332187652587890625
732,1.4796848300120315489181166412890888750553131103515625
924,1.5251157480208539229948883075849153101444244384765625
1847,1.23906009426167695863796325284056365489959716796875
2306,1.4959786379452904014897285378538072109222412109375
1306,1.3885088001364549459282216048450209200382232666015625
1682,1.56988110805419633919655097997747361660003662109375
2342,1.38281681747215845490472929668612778186798095703125
2497,1.402799309808834937740584791754372417926788330078125
317,1.6615525778175044280260408413596451282501220703125
1819,1.55330046808707411543082343996502459049224853515625
11,1.4268644911619581261419398288126103579998016357421875
1843,1.52061927170671662423728776047937572002410888671875
2049,1.4543157620536024676738406924414448440074920654296875
2380,1.3940971106389827838256678660400211811065673828125
2563,1.32992935123213218417959069483913481235504150390625
350,1.4909416026874335869933929643593728542327880859375
999,1.408295697011114899765971131273545324802398681640625
1758,1.4374951798973050198782175357337109744548797607421875
2153,1.2078277338890124337211773308808915317058563232421875
867,1.5265089750761939857426341404789127409458160400390625
1707,1.482265198882449563910768119967542588710784912109375
2079,1.6813640629887007804654786013998091220855712890625
2495,1.46273157335031012138415462686680257320404052734375
1113,1.421260110151518762933164907735772430896759033203125
1350,1.4806362026983024282600354126770980656147003173828125
2503,1.7611424921116334285642324175569228827953338623046875
1638,1.4182886108961290094754303936497308313846588134765625
539,1.3725135132771033585896702788886614143848419189453125
1528,1.579513097895289153171916041173972189426422119140625
1765,1.2509552314021290531087515773833729326725006103515625
1712,1.4832329961981522981062653343542478978633880615234375
1727,1.5303708696463347305183333446620963513851165771484375
234,1.5954837571578737165367556372075341641902923583984375
165,1.53940821503680158599536298424936830997467041015625
2186,1.3220190483771288025849344194284640252590179443359375
314,1.412658116026995980263336605275981128215789794921875
581,1.4094091374655317583375335743767209351062774658203125
185,1.665273807298280228650355638819746673107147216796875
1838,1.5369302287645478788391528723877854645252227783203125
2183,1.5339118936659843495107224953244440257549285888671875
2124,1.7294531069767120623481559960055164992809295654296875
2262,1.4459062723901610070242895744740962982177734375
2617,1.4030913026571056878566423620213754475116729736328125
371,1.5292571847025915321438560567912645637989044189453125
1380,1.488262750996298233729930871049873530864715576171875
1095,1.3892152440551803760371285534347407519817352294921875
2569,1.471538138418960972586546631646342575550079345703125
1669,1.19742504848583575238762932713143527507781982421875
795,1.477173943499943131740792523487471044063568115234375
2522,1.502670224906452300928094700793735682964324951171875
1059,1.350734444374038556446748771122656762599945068359375
1406,1.352027230490633780135567576508037745952606201171875
1535,1.4942733049420671154194906193879432976245880126953125
1030,1.4840237207463238267024507877067662775516510009765625
331,1.4930947777849097324320837287814356386661529541015625
706,1.370547398127666127720658550970256328582763671875
1679,1.400142723188338766959759595920331776142120361328125
1866,1.527391081163650188301517118816263973712921142578125
2244,1.48837915702999712408427512855269014835357666015625
2351,1.5364020594347937986867691506631672382354736328125
466,1.5988892570939154946785265565267764031887054443359375
2305,1.516165425502906227706034769653342664241790771484375
719,1.5957402021710851425240207390743307769298553466796875
2085,1.5817896266433948415652821495314128696918487548828125
1908,1.272280555076295893712767792749218642711639404296875
1255,1.5157212922172373925633337421459145843982696533203125
2646,1.4833880882139907075867313324124552309513092041015625
704,1.2834051989507002655699352544615976512432098388671875
2405,1.3262869482481283167629726449376903474330902099609375
1569,1.3608298007538068841171252643107436597347259521484375
2226,1.5277705918186363920341364064370281994342803955078125
1692,1.49529338661413913058595426264218986034393310546875
717,1.5741199760912596428141796423005871474742889404296875
75,1.5337650466501677737340969542856328189373016357421875
1523,1.453499041721420415029797368333674967288970947265625
2081,1.5212797499371435439030619818367995321750640869140625
2004,1.61358544957331329072758308029733598232269287109375
947,1.623401365092429049497013693326152861118316650390625
1184,1.5385701364022834614075918580056168138980865478515625
141,1.474054579879037429890331623028032481670379638671875
1482,1.417065322321381160008968436159193515777587890625
2127,1.67527877414989401216871556243859231472015380859375
1733,1.49535423439151937685664961463771760463714599609375
1920,1.4698028768181832237615935810026712715625762939453125
1122,1.451398357325690557928510315832681953907012939453125
223,1.50725349777958417263334922608919441699981689453125
1134,1.391807261299661480080658293445594608783721923828125
1343,1.40998106827223868009468787931837141513824462890625
286,1.627701864942232123922849496011622250080108642578125
2544,1.4905746320313950636915478753508068621158599853515625
2508,1.5466283319463587364595014150836504995822906494140625
646,1.5772156909470476104928593485965393483638763427734375
641,1.51605961248243037431393531733192503452301025390625
2312,1.5675996515812329334949026815593242645263671875
2047,1.6943331834308408279099467108608223497867584228515625
882,1.480565757286985917318133942899294197559356689453125
1862,1.5319554667997483665686786480364389717578887939453125
1841,1.633618813217964316208963282406330108642578125
2444,1.3074847054803055979022019528201781213283538818359375
1946,1.4561775125437053102217532796203158795833587646484375
197,1.3813815785207521624755599987111054360866546630859375
2516,1.392096728184827103547149818041361868381500244140625
1645,1.32036093955411448774839300313033163547515869140625
1040,1.5342163012750342776513434728258289396762847900390625
1381,1.2234381536601011131182303870446048676967620849609375
2192,1.5839241755191826310777969410992227494716644287109375
1587,1.3152241259643016046965158238890580832958221435546875
2468,1.4500199512005547131110461123171262443065643310546875
1906,1.6088096682345354171417284305789507925510406494140625
1127,1.34703744653226298311210484826005995273590087890625
2435,1.5448640318878184007900244978372938930988311767578125
1835,1.473809156321521651733519320259802043437957763671875
657,1.465929282766890384692715088021941483020782470703125
1357,1.550391220021939631124041625298559665679931640625
1753,1.62878122709498551756723827566020190715789794921875
2553,1.385320673826754056534582559834234416484832763671875
627,1.521977660247067820620259226416237652301788330078125
293,1.3226915230170865900305443574325181543827056884765625
2072,1.58469661187330501661563175730407238006591796875
1004,1.33406531434464792340577332652173936367034912109375
1156,1.3544215004782780287229115856462158262729644775390625
1096,1.5696892082057740669398526733857579529285430908203125
139,1.23804905752077498704011304653249680995941162109375
1342,1.5980250881652680039479719198425300419330596923828125
2637,1.21342488414523774764575136941857635974884033203125
1641,1.466184602086225030603827690356411039829254150390625
671,1.2973194411180843932385187144973315298557281494140625
2418,1.47894412987064338693699028226546943187713623046875
1339,1.5565843461057629060206863869098015129566192626953125
730,1.3717668605723722929923269475693814456462860107421875
1508,1.6605912844699073360743568628095090389251708984375
1279,1.5842282562039955440269523023744113743305206298828125
107,1.384534218965498109099598877946846187114715576171875
2635,1.3073989945299755444096945211640559136867523193359375
147,1.6207083923064118380352738313376903533935546875
17,1.370539777714878670877851618570275604724884033203125
420,1.38388863863853028846051529399119317531585693359375
1067,1.517585740375247294053906443878076970577239990234375
1509,1.636454443311284645545811144984327256679534912109375
79,1.2505851737538458134935126508935354650020599365234375
1108,1.479790145890798047645375845604576170444488525390625
1229,1.5653514477083716460725781871587969362735748291015625
2552,1.5170999581533217703821492250426672399044036865234375
369,1.446936126026559410462368759908713400363922119140625
670,1.6038014195863363742233786979340948164463043212890625
692,1.5013412408083672833214450292871333658695220947265625
167,1.4875064692416966050103610541555099189281463623046875
2212,1.6362122428069436619324505954864434897899627685546875
2370,1.242156346010194312157182139344513416290283203125
469,1.5702277423838311154469238317687995731830596923828125
134,1.546078367914042406283670061384327709674835205078125
198,1.39886297878246335102403463679365813732147216796875
1131,1.3064911189034857930124644553870894014835357666015625
511,1.5835601182336394021632486328599043190479278564453125
99,1.5264005804425995194151255418546497821807861328125
763,1.492216420803472498590735995094291865825653076171875
1983,1.5112514975769730796173462294973433017730712890625
1538,1.4448925918681168045765161878080107271671295166015625
2179,1.444537869602305679705978036508895456790924072265625
23,1.3367672844160150003034459587070159614086151123046875
533,1.3807739338733717726626082367147319018840789794921875
2036,1.3949387793413896563521348070935346186161041259765625
1463,1.5409748727718142191633887705393135547637939453125
1320,1.3807131701158217307323639033711515367031097412109375
2591,1.575936984746916902366820067982189357280731201171875
13,1.4557986635146178411304163091699592769145965576171875
664,1.4953337453979804738679604270146228373050689697265625
2210,1.53469065697089224187266154331155121326446533203125
2094,1.511731308877474422303066603490151464939117431640625
156,1.475617985883454164053318891092203557491302490234375
1827,1.5060696636994810315712811643606983125209808349609375
2035,1.4521998469526915531702115913503803312778472900390625
1720,1.41373361861523694216202784446068108081817626953125
761,1.389146764479758378030282983672805130481719970703125
1715,1.5712365324804740129849278673646040260791778564453125
709,1.41506735264406557917027384974062442779541015625
2571,1.4326119770268246345068519076448865234851837158203125
1782,1.357268121800432769674671362736262381076812744140625
2475,1.2419655160168669993936418904922902584075927734375
1558,1.1922703357870052531808369167265482246875762939453125
1197,1.4032546350911541122030712358537130057811737060546875
1844,1.4377674986799302558893032255582511425018310546875
998,1.6916186870222451599232726948685012757778167724609375
473,1.4334650462533371495510436943732202053070068359375
2443,1.4333294700320327041964674208429642021656036376953125
2577,1.436225056960191093224921132787130773067474365234375
1304,1.6390958648019164911602274514734745025634765625
824,1.56122541186776775390399052412249147891998291015625
1495,1.5791451721363263249742203697678633034229278564453125
1739,1.4031635706709568722772019100375473499298095703125
2204,1.4045407480445242232036662244354374706745147705078125
387,1.3882014376798428312298483433551155030727386474609375
1756,1.6381350735045694388958281706436537206172943115234375
1392,1.5506941070386550673987358095473609864711761474609375
66,1.5111269175090795702232071562320925295352935791015625
524,1.586947570736015666881257857312448322772979736328125
831,1.3962839190063121019846903436700813472270965576171875
1151,1.3910039900756216990629354768316261470317840576171875
1779,1.538095422750089813490603773971088230609893798828125
490,1.442847583364557095819691312499344348907470703125
1062,1.56537475378247759039140873937867581844329833984375
217,1.4823858283555224613081691131810657680034637451171875
561,1.6691467260997081556439525229507125914096832275390625
1689,1.3312648537674396376218055593199096620082855224609375
1311,1.654994571804440539608549443073570728302001953125
1858,1.5519434969296723725307174390763975679874420166015625
2165,1.3202537373086642435993098843027837574481964111328125
1147,1.32832519462023324052779571502469480037689208984375
2218,1.4416534506562188600042873076745308935642242431640625
1,1.2174634915453046435374062639311887323856353759765625
115,1.5699674663734326518493844559998251497745513916015625
626,1.4911874870245578339478242924087680876255035400390625
8,1.393780393199925082825529898400418460369110107421875
2277,1.6609938038148823746809057411155663430690765380859375
2279,1.343300299351423365834534706664271652698516845703125
1802,1.479684034020337879411499670823104679584503173828125
1961,1.714456952514606058457502513192594051361083984375
644,1.3695008627191658234778515179641544818878173828125
1506,1.4671374800559717765935374700347892940044403076171875
30,1.2954419996790365043892734320252202451229095458984375
