density,velocity
3.077919020715631059914585421211086213588714599609375,1.44545543501479212399298150854299
3.033192090395480544628981078858487308025360107421875,1.44542001793014070143307439768896
3.001412429378531587786937961936928331851959228515625,1.44260291699871026407178456119666
2.96021657250470848765644404920749366283416748046875,1.45318231021226154362029937647117
2.93432203389830537076932159834541380405426025390625,1.45498824624087395563973801733485
2.89901129943502855468295820173807442188262939453125,1.45399403478288811910183423253775
2.869585687382298022640725321252830326557159423828125,1.46171959790868709946440810897498
2.838983050847458056153982397518120706081390380859375,1.45756062543028990365605260349150
2.808380414312618089667239473783411085605621337890625,1.45320436704853131764850661655793
2.769538606403013414336555797490291297435760498046875,1.46601662604163176105080639135949
2.736581920903955023050002637319266796112060546875,1.45286468400984625789592538126750
2.7000941619585692166083390475250780582427978515625,1.45746268426622640927279874986854
2.676553672316384524521026833099313080310821533203125,1.46340825142719890276466473473691
2.63418079096045243403523272718302905559539794921875,1.46283758232291477012056431188327
2.59887005649717561794886933057568967342376708984375,1.45907081340837004048513083323395
2.565913370998117226662316170404665172100067138671875,1.45711119722023368110912346580139
2.5329566854990588353757630102336406707763671875,1.45618812698293370224979392005899
2.501177024482109434444510043249465525150299072265625,1.46185900245274052967471922343177
2.46704331450094205280265668989159166812896728515625,1.46226308516793886944073552845859
2.434086629001883661516103529720567166805267333984375,1.45984807499260618910247815653348
2.391713747645951126941099573741666972637176513671875,1.46644268487150060043908657364832
2.3587570621468927356545464135706424713134765625,1.46774230547572640740819452598443
2.325800376647834344367993253399617969989776611328125,1.46732472756633998894254259110919
2.297551789077213246770270416163839399814605712890625,1.46880433815066674229026022156369
2.258709981167608571439586739870719611644744873046875,1.46407710179904049688678539933558
2.223399246704331755353223343263380229473114013671875,1.46366180332297961601353361657601
2.1998587570621470632659111288376152515411376953125,1.46898542516790658320947497238423
2.15983992467043339757992725935764610767364501953125,1.46907807284131432194242532071057
2.122175141242938156693753626313991844654083251953125,1.46881749212488054323332553994888
2.095103578154426049451330982265062630176544189453125,1.46634767529742897076965983365397
2.049199623352166099721216596662998199462890625,1.47163622546994467759490197020941
2.0233050847457629828340941458009183406829833984375,1.47067270898749123360303269634314
1.99270244821092301634735122206620872020721435546875,1.46717055108108722172662007610486
1.9538606403013185630612724708043970167636871337890625,1.46946787254864134298869120547224
1.924435028248587808974434665287844836711883544921875,1.47642067862711034787109210242922
1.8973634651600754796874070962076075375080108642578125,1.47702810359604453231534164904093
1.8514595103578155299572927106055431067943572998046875,1.47262710635833908975658046356161
1.823210922787194210314964948338456451892852783203125,1.47825780465788443348481475795245
1.7808380414312618977845659173908643424510955810546875,1.47886686279572104438631776285514
1.749058380414312718897917875437997281551361083984375,1.47389331596844486359425442188410
1.7243408662900190364553054678253829479217529296875,1.47766825201668390819957022005179
1.686676082862523795569131834781728684902191162109375,1.47226501444730969022493745915867
1.6525423728813561918826735563925467431545257568359375,1.47463015972572547548696624763724
1.61487758945386072895189499831758439540863037109375,1.47980065121941541300975315215553
1.585451977401130196909662117832340300083160400390625,1.47759250511570314187721546040649
1.546610169491525521578978441539220511913299560546875,1.47578620158418364591853014889875
1.52189265536723183913636603392660617828369140625,1.47268262057183614383594254510660
1.486581920903955023050002637319266796112060546875,1.47531737888191519549753101886754
1.453625235404896631763449477148242294788360595703125,1.47791722605675816904892483094952
1.410075329566855106833145327982492744922637939453125,1.47435122726289588966600222123667
1.3818267419962335651462126406840980052947998046875,1.47331251299058963949026509536078
1.3535781544256122455038848784170113503932952880859375,1.47518501073182263231803689650750
1.3076741996233522957737704928149469196796417236328125,1.47786105592616499137689564592700
1.2794256120527307540868378055165521800518035888671875,1.47882360975736179552250376228987
1.24529190207156315040037952712737023830413818359375,1.47985217172890301290432040902682
1.207627118644067909514205894083715975284576416015625,1.48041009286022855638250133560902
1.1805555555555555802271783250034786760807037353515625,1.47909888016678004457692343596556
1.1405367231638419145411944555235095322132110595703125,1.48132310355636839314808942388803
1.1122881355932203728542617682251147925853729248046875,1.47976589543904743047612926029386
1.07815442561205276916780348983593285083770751953125,1.47831930125021982867810695406535
1.0416666666666667406815349750104360282421112060546875,1.47565589192354587998036405636542
1.002824858757062287395456223748624324798583984375,1.47857507748104284766174205187205
0.9686911487758946837089979453594423830509185791015625,1.47651216655585667610002033593686
0.94279661016949167784417795701301656663417816162109375,1.47827309851445083587487261511899
0.908662900188323963135417216108180582523345947265625,1.47312210926545951641859329731912
0.8721751412429379346491487012826837599277496337890625,1.47567345583622412853213526799270
0.84628060263653492878432871293625794351100921630859375,1.47288198957256454330206682050268
0.80861581920903968789815507989260368049144744873046875,1.47626171037390733554585246488370
0.7733050847457627607894892207696102559566497802734375,1.47577035318116476161679426414806
0.7379943502824859447031258241622708737850189208984375,1.47680187371967673626252150637848
0.7050376647834275534165726639912463724613189697265625,1.47524071973206224924452476959606
0.67443502824858769795213220277219079434871673583984375,1.47493102651057708377479307430670
0.640301318267419983243371461867354810237884521484375,1.47516030470758501487537559999694
0.6061676082862523795569131834781728684902191162109375,1.47858434345194060484573628044161
0.569679849340866351070644668652676045894622802734375,1.47919754558607857348762263758915
0.5355461393596987473841863902634941041469573974609375,1.47975735598329169455616967179167
0.5014124293785311436977281118743121623992919921875,1.47907643437909698190563300324053
0.468455743879472752411174951703287661075592041015625,1.47826379274086148606077319306062
0.4366760828625235735245269097504206001758575439453125,1.47733498623923921457198846406903
0.4013653483992467574381635131430812180042266845703125,1.47941343251027631271656725375901
0.366054613935969885840648885277914814651012420654296875,1.48237089690646721628992539672362
0.330743879472693069754285488670575432479381561279296875,1.48302197736862463718143529360072
0.295433145009416253667922092063236050307750701904296875,1.47829865529813914791950164611637
0.263653483992467074781274050110368989408016204833984375,1.48018690466453509810808520790970
0.230696798493408683494720889939344488084316253662109375,1.47958068932837971958365413680344
0.189500941619585694386529439725563861429691314697265625,1.48020431293920821932466273000198
0.163606403013182688521709451379138045012950897216796875,1.48280984252395796272330065407965
0.1271186440677966322798653209247277118265628814697265625,1.48500625161800822717547457841956
0.096516007532956693548698012818931601941585540771484375,1.48398452005200919705825336647323
0.060028248587570630367959978457292891107499599456787109375,1.49645741010562729447567110782500
0.02824858757062147229799364822611096315085887908935546875,1.51892163269648024203491800949787
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
