time,event,queueSize,systemSize,meanQueueSize,meanSystemSize,meanWaitingTime,meanCallingTime,meanSystemTime,LittlesLaw
26067.2631658593769063969602939323522150516510009765625,arrive,0,1,0.0123139446,0.1874711156,6.4198167023,90.0488909721,97.7371781470,0.18316041169400000000
26225.5994763458999248229019940481521189212799072265625,finish,1,2,0.0182770711,0.1984142072,9.3985714824,90.0488909721,102.0300299671,0.18578298883420000000
26225.5994763458999248229019940481521189212799072265625,begin,1,1,0.0182770711,0.1984142072,9.3985714824,94.4840876544,102.0300299671,0.18578298883420000000
26246.5392096894783353633329170406796038150787353515625,finish,0,1,0.0182624895,0.1990537198,9.3985714824,94.4840876544,102.4406129739,0.18661873644780000000
26286.8830792157512039608491249964572489261627197265625,arrive,0,0,0.0182344610,0.1987482215,9.3985714824,93.0420414915,102.4406129739,0.18664676494780000000
26286.8830792157512039608491249964572489261627197265625,begin,1,1,0.0182344610,0.1987482215,9.3985714824,93.0420414915,102.4406129739,0.18664676494780000000
26470.3008365470376848094247179687954485416412353515625,finish,0,1,0.0181081110,0.2043002478,9.2178297231,93.0420414915,103.9978657500,0.18988762050000000000
27050.8396742277397013509698808775283396244049072265625,arrive,0,0,0.0177194923,0.1999157543,9.2178297231,94.7800360269,103.9978657500,0.19027623920000000000
27050.8396742277397013509698808775283396244049072265625,begin,1,1,0.0177194923,0.1999157543,9.2178297231,94.7800360269,103.9978657500,0.19027623920000000000
27059.6395826315270216610997522366233170032501220703125,finish,0,1,0.0177137299,0.2001759451,9.0439084076,94.7800360269,102.2016778755,0.18668962585100000000
27586.3541184353451942712354139075614511966705322265625,arrive,0,0,0.0173755163,0.1963539257,9.0439084076,93.1577694679,102.2016778755,0.18702783945100000000
27586.3541184353451942712354139075614511966705322265625,begin,1,1,0.0173755163,0.1963539257,9.0439084076,93.1577694679,102.2016778755,0.18702783945100000000
27603.4093827200369997143525324645452201366424560546875,finish,0,1,0.0173647805,0.1968504729,8.8764286223,93.1577694679,100.6248924387,0.18388500437740000000
28219.0536843687961070514802486286498606204986572265625,arrive,0,0,0.0169859397,0.1925558615,8.8764286223,91.7484638164,100.6248924387,0.18426384517740000000
28219.0536843687961070514802486286498606204986572265625,begin,1,1,0.0169859397,0.1925558615,8.8764286223,91.7484638164,100.6248924387,0.18426384517740000000
28238.2168414696296725452384634991176426410675048828125,finish,0,1,0.0169744127,0.1931038132,8.7150390109,91.7484638164,99.1437699780,0.18131312725600000000
28250.9967148592104297932792178471572697162628173828125,arrive,0,0,0.0169667340,0.1930164590,8.7150390109,90.4287309670,99.1437699780,0.18132080595600000000
28250.9967148592104297932792178471572697162628173828125,begin,1,1,0.0169667340,0.1930164590,8.7150390109,90.4287309670,99.1437699780,0.18132080595600000000
28273.4045643325544876489630041760392487049102783203125,arrive,0,1,0.0169532871,0.1936560270,8.5594133143,90.4287309670,97.7734856832,0.17859368426640000000
28324.5506182345417176549062787671573460102081298828125,finish,1,2,0.0187283889,0.1969177687,9.3065473597,90.4287309670,97.8527597555,0.17697713061100000000
28324.5506182345417176549062787671573460102081298828125,begin,1,1,0.0187283889,0.1969177687,9.3065473597,90.1273947600,97.8527597555,0.17697713061100000000
28357.1134397159451285830300548695959150791168212890625,finish,0,1,0.0187068829,0.1978399578,9.3065473597,90.1273947600,98.4240373254,0.17814119175080000000
28585.4064402443217165483702046913094818592071533203125,arrive,0,0,0.0185574832,0.1962599391,9.3065473597,89.1174899657,98.4240373254,0.17829059145080000000
28585.4064402443217165483702046913094818592071533203125,begin,1,1,0.0185574832,0.1962599391,9.3065473597,89.1174899657,98.4240373254,0.17829059145080000000
28609.8203337040767291199472310836426913738250732421875,finish,0,1,0.0185416474,0.1969458024,9.1460896466,89.1174899657,97.1480003622,0.17575435332440000000
28984.4997835806575796624429131043143570423126220703125,arrive,0,0,0.0183019615,0.1943999056,9.1460896466,88.0019107156,97.1480003622,0.17599403922440000000
28984.4997835806575796624429131043143570423126220703125,begin,1,1,0.0183019615,0.1943999056,9.1460896466,88.0019107156,97.1480003622,0.17599403922440000000
29122.2807688573281570398876283434219658374786376953125,arrive,0,1,0.0182153727,0.1982112957,8.9910711780,88.0019107156,97.8366950217,0.17745801734340000000
29283.4443820158624891547560764593072235584259033203125,finish,1,2,0.0236186974,0.2081275738,11.5272802110,88.0019107156,101.5782038767,0.17953771035340000000
29283.4443820158624891547560764593072235584259033203125,begin,1,1,0.0236186974,0.2081275738,11.5272802110,91.5772105074,101.5782038767,0.17953771035340000000
29371.0933739143629299661597542581148445606231689453125,finish,0,1,0.0235482147,0.2104906735,11.5272802110,91.5772105074,103.0390204083,0.18252982611660000000
29515.5118614040603137738116856780834496021270751953125,arrive,0,0,0.0234329940,0.2094607491,11.5272802110,91.5117401973,103.0390204083,0.18264504681660000000
29515.5118614040603137738116856780834496021270751953125,begin,1,1,0.0234329940,0.2094607491,11.5272802110,91.5117401973,103.0390204083,0.18264504681660000000
29680.8268825624651885419780228403396904468536376953125,finish,0,1,0.0233024779,0.2138638614,11.3383084043,91.5117401973,104.0599384534,0.18481739900680000000
29860.4407151525347803300292071071453392505645751953125,arrive,0,0,0.0231623109,0.2125774467,11.3383084043,92.7216300491,104.0599384534,0.18495756600680000000
29860.4407151525347803300292071071453392505645751953125,begin,1,1,0.0231623109,0.2125774467,11.3383084043,92.7216300491,104.0599384534,0.18495756600680000000
29909.0068197882914819984989662771113216876983642578125,arrive,0,1,0.0231247001,0.2138560598,11.1554324623,92.7216300491,103.1648766176,0.18320505313520000000
29936.4446348827052855057218039291910827159881591796875,arrive,1,2,0.0240200410,0.2154931242,11.4138829803,92.7216300491,102.3983806426,0.18077672028520000000
30008.4703314876506698993807731312699615955352783203125,finish,2,3,0.0287627464,0.2221764387,13.4863440776,92.7216300491,104.1746104734,0.17958647454680000000
