id,resident,time
1,false,0
2,false,170.80272084830897938445559702813625335693359375
3,true,213.9071620050944630975209292955696582794189453125
4,false,450.2113270256109700540037010796368122100830078125
5,false,560.4287258378734861707926029339432716369628906250
6,false,595.24964385156578572377839009277522563934326171875
7,false,702.40168732275107998930252506397664546966552734375
8,false,743.31631961371071781741193262860178947448730468750
9,false,743.66044100334471622648635502628167159855365753173828125
10,false,819.07681537176598951521810931808431632816791534423828125
11,false,950.49297491308924279440617510772426612675189971923828125
12,false,1162.02162842883110827063575243300874717533588409423828125
13,false,1205.90877035134572381469553192800958640873432159423828125
14,false,1279.87658426403081179945075973591883666813373565673828125
15,false,1385.2707644783074041328063685796223580837249755859375
16,false,1487.3162480000063307983282356872223317623138427734375
17,false,1510.6031407619856405943892241339199244976043701171875
18,false,1809.8645187785783274847517532180063426494598388671875
19,false,1984.5895406976875801063897597487084567546844482421875
20,false,2099.9779464482876090158924853312782943248748779296875
21,false,2307.4790952966528703171888992073945701122283935546875
22,false,2426.7562741231101011152304636198095977306365966796875
23,false,2457.1230786522518219072708234307356178760528564453125
24,false,2593.0196257026896677899685528245754539966583251953125
25,false,2640.3039592882412396335212179110385477542877197265625
26,false,2689.7671282406237143192129224189557135105133056640625
27,false,2713.4763135127331938889483353705145418643951416015625
28,false,2750.1621849514927848900924800545908510684967041015625
29,false,2806.1558845249490108386680731200613081455230712890625
30,false,2949.6704772979535054133748417370952665805816650390625
31,false,3103.8240771922783611813656534650363028049468994140625
32,false,3496.8314373392559506470433916547335684299468994140625
33,false,3625.9155562509952748229125063517130911350250244140625
34,false,3627.2098465780573370853545611680601723492145538330078125
35,false,3813.1403693614989685034544208974693901836872100830078125
36,false,3885.5411798499514894889017568857525475323200225830078125
37,false,3916.5042797971165946524507717185770161449909210205078125
38,false,4122.1891390619760209279576201879535801708698272705078125
39,false,4203.1801806172759079505141244226251728832721710205078125
40,false,4282.7924695439552345010980616279994137585163116455078125
41,false,4334.7370288206343851289403801274602301418781280517578125
42,false,4430.6934606644482308457355657083098776638507843017578125
43,false,4484.7392515832448218748851331838523037731647491455078125
44,false,4499.9317606138038609930873690245789475739002227783203125
45,false,4521.5113159728350649135819594448548741638660430908203125
46,false,4632.9325141122582334407553616983932442963123321533203125
47,false,4747.3092442424471510964423259792965836822986602783203125
48,true,4850.0549528089629387483938671721261925995349884033203125
49,false,4876.9595806367645576262503936959546990692615509033203125
50,true,4884.1335102414003792592467334543471224606037139892578125
51,false,5026.4030118266016053940603569571976549923419952392578125
52,false,5380.4592917792098980545034692113404162228107452392578125
53,false,5418.1593902795052521970120551486616022884845733642578125
54,true,5674.6230863893015829990673637439613230526447296142578125
55,false,5695.5426737172129521002972296628286130726337432861328125
56,false,5944.3649401208527394135927579554845578968524932861328125
57,false,5972.2920627173584151581309242828865535557270050048828125
58,false,5972.91178376954294282352719847040134482085704803466796875
59,false,6093.76924826891916342486155144797521643340587615966796875
60,false,6101.28961208672507054995293174215476028621196746826171875
61,false,6153.71616733829523482324219685324351303279399871826171875
62,false,6215.45771770331390271291382987328688614070415496826171875
63,false,6267.14679700396023676045587080807308666408061981201171875
64,false,6312.86269122680563625760186141633312217891216278076171875
65,false,6402.66198823495564240726451998853008262813091278076171875
66,false,6449.5815522758367688282987728598527610301971435546875
67,false,6651.4010892269881463079173045116476714611053466796875
68,false,6679.2157160525792232164121742243878543376922607421875
69,false,6861.535276149541101364803807882708497345447540283203125
70,false,7108.120605093912768968067439345759339630603790283203125
71,false,7274.879218037601614543774530829978175461292266845703125
72,false,7618.349735018999123514760185571503825485706329345703125
73,false,7858.257700758909689131570530662429518997669219970703125
74,false,7949.229520524398961089929116496932692825794219970703125
75,false,7965.777787731308223317938654872705228626728057861328125
76,false,8091.343079758055339301137109941919334232807159423828125
77,false,8308.915139820916821111751460193772800266742706298828125
78,false,8410.747361895454858871090664251823909580707550048828125
79,true,8439.148980416425399386781691646319814026355743408203125
80,false,8455.984759734869112168809124341350980103015899658203125
81,true,8456.44567033416284840274812495408696122467517852783203125
82,false,8672.03739089540271589573450228272122330963611602783203125
83,false,8718.43559308592177370389464385880273766815662384033203125
84,false,8727.12809306956549104672404837401700206100940704345703125
85,false,8756.484016040624013932358593592653051018714904785156250
86,true,8929.315665043458992933267381886253133416175842285156250
87,true,9067.290983066049691707632973702857270836830139160156250
88,false,9146.166295677444879608231076417723670601844787597656250
89,false,9237.657632044318760655698952177772298455238342285156250
90,false,9469.980735282587162693346272135386243462562561035156250
91,false,9581.844983289083757860282730689505115151405334472656250
92,false,9893.438132082941309342061231291154399514198303222656250
93,false,10092.572942410734612828093759162584319710731506347656250
94,false,10347.253417928809057890759959263959899544715881347656250
95,false,10359.811367920879315640547702059848234057426452636718750
96,false,10377.979471007008970495633093378273770213127136230468750
97,false,10426.131134940594999527263553318334743380546569824218750
98,false,10511.253581766098572636281005543423816561698913574218750
99,false,10551.671394814272065154625579452840611338615417480468750
100,false,10729.181425785095103542232664040056988596916198730468750
101,false,10766.804864949406758789507421170128509402275085449218750
102,false,10824.224403686545588065825995727209374308586120605468750
103,false,10846.629461181682478887466913874959573149681091308593750
104,false,10915.742883272525410198738882172619923949241638183593750
105,false,10979.922872730229093996001665800577029585838317871093750
106,false,11007.532473757479585252383458282565698027610778808593750
107,false,11083.008285508971204613715144660091027617454528808593750
108,false,11114.236364039072003428998414165107533335685729980468750
109,true,11373.411988907756909661372901609865948557853698730468750
110,false,11415.959052337737662519145942496834322810173034667968750
111,false,11454.292840840324148921069991047261282801628112792968750
112,true,11700.498354666869775364546057971892878413200378417968750
113,false,11891.146358704886099921793629619060084223747253417968750
114,false,12013.768023500653387536374339106259867548942565917968750
115,false,12262.502762977940480304539505596039816737174987792968750
116,false,12306.109540740348580634133668354479596018791198730468750
117,false,12310.403862439464075073658477776916697621345520019531250
118,false,12321.064166847285485495433476899052038788795471191406250
119,false,12373.407534540676729228891872480744495987892150878906250
120,false,12434.885913244693498747039939189562574028968811035156250
121,false,12672.098366597854167459047403099248185753822326660156250
122,false,12715.536883941589018753859363641822710633277893066406250
123,true,12775.704586188264998192209986882517114281654357910156250
124,false,12901.520666479701973550220372999319806694984436035156250
125,false,12927.754849083999634906660958222346380352973937988281250
126,false,13101.395969141128806434437592542963102459907531738281250
127,false,13238.343870078586836491751910216407850384712219238281250
128,false,13278.319428106107925380285905703203752636909484863281250
129,false,13363.910763905118135319582961528794839978218078613281250
130,false,13544.745006903808790532650618843035772442817687988281250
131,true,13637.746080619160484737051319825695827603340148925781250
132,false,13737.616793687689768610482587973820045590400695800781250
133,false,13851.502272416366058571668418153421953320503234863281250
134,false,13950.850737323056837801971141743706539273262023925781250
135,false,14081.699259226283193591200415539788082242012023925781250
136,false,14094.944227973730249026118599431356415152549743652343750
137,false,14161.103946400050346277055268728872761130332946777343750
138,false,14165.132825740151670146360629587434232234954833984375000
139,false,14398.955989349905618013281127787195146083831787109375000
140,false,14484.355009564931972221302203251980245113372802734375000
141,false,14510.845656984657924937209827476181089878082275390625000
142,false,14646.226181894650611781116822385229170322418212890625000
143,false,15036.627055617198724490890526794828474521636962890625000
144,false,15185.080165946599723980625640251673758029937744140625000
145,false,15209.431272632824313717492259456776082515716552734375000
146,true,15356.675367265782764292225692770443856716156005859375000
147,true,15356.811380722327464998233637061275658197700977325439453125
148,false,15514.313516556105008892263441566683468408882617950439453125
149,false,15670.947430600736902495118130218543228693306446075439453125
150,false,15717.021923591020035548826427884705481119453907012939453125
151,true,15844.342675609445260154206636116214212961494922637939453125
152,false,15885.497740810745932737990671057559666223824024200439453125
153,false,15963.222297227184975743075057152964291162788867950439453125
154,false,15997.160502291643732253323406666822847910225391387939453125
155,false,16028.132682598586436217846795670993742533028125762939453125
156,false,16220.627238823296275616048234269328531809151172637939453125
157,false,16449.724890157738096452266773894734797067940235137939453125
158,false,16500.746649446818148210258669905670103617012500762939453125
159,false,16704.862370599082007249780446045406279154121875762939453125
160,true,16773.450288378330520988601648468829807825386524200439453125
161,false,16894.331919962015129688115422368355211801826953887939453125
162,false,17201.829526487785281763098765850372728891670703887939453125
163,false,17238.339059961853701186118570376493153162300586700439453125
164,false,17428.559657049946986451249841820754227228462696075439453125
165,false,17513.734486845929845533209601171620306558907032012939453125
166,false,17634.457224514647529833855088554628309793770313262939453125
167,false,17676.982534040159863952812457910113153047859668731689453125
168,false,17716.362867875493700087208281956918654032051563262939453125
169,false,17932.690744898370278026522584013946470804512500762939453125
170,false,17995.252791000290089773461232880436000414192676544189453125
171,false,18087.349243760974404626740152934871730394661426544189453125
172,false,18103.942291245448424963360167794235167093575000762939453125
173,false,18127.441055167027764316589610871233162470161914825439453125
174,false,18218.261396685665852335223036106981453485786914825439453125
175,false,18235.878261761922560613147226149521884508430957794189453125
176,false,18574.403290995104912231017380008779582567512989044189453125
177,false,18804.836159458007772304899418713830527849495410919189453125
178,false,18825.720581275496238238265078734912094660103321075439453125
179,false,18859.853608280227911297988185879148659296333789825439453125
180,false,18927.833916255976783038494914990224060602486133575439453125
181,false,18969.811645014892379113025100423328694887459278106689453125
182,false,19110.801073484930357626598862452738103456795215606689453125
183,false,19154.953485176891158137113535531170782633125782012939453125
184,true,19239.563906491544850230202001739598927088081836700439453125
185,false,19315.305435429246552037074735608257469721138477325439453125
186,false,19594.677128264133182444783898290552315302193164825439453125
187,false,19602.213918759301930105909406165665131993591785430908203125
188,false,19602.494892729985375756651677647823817096650600433349609375
189,false,19858.303911849150731716573403673464781604707241058349609375
190,false,19972.299708633934267998366607343996292911469936370849609375
191,true,20105.727921105159391179650896219754940830171108245849609375
192,false,20106.508954457121078618353493538961629383265972137451171875
193,false,20218.558022679895132156513426480159978382289409637451171875
194,false,20325.752393964213098953575098448709468357264995574951171875
195,false,20336.908327202504753017375804802213679067790508270263671875
196,false,20362.443426937350624938982690537159214727580547332763671875
197,false,20435.554048362535683736052050107900868169963359832763671875
198,true,20477.462513591719914074484876209680805914103984832763671875
199,false,20504.517420460970341167250552416589925996959209442138671875
200,true,20667.171014260844102039538228154924581758677959442138671875
201,false,20717.310321477520047295239891127494047395884990692138671875
202,false,20885.406592322664137639787185207751463167369365692138671875
203,false,20897.074169586356160166484841056444565765559673309326171875
204,false,20934.913545703987087065467420643471996299922466278076171875
205,false,20991.525890827879248845544424284526030533015727996826171875
206,false,21057.807652355673181332473831162133137695491313934326171875
207,false,21128.463161139498393381597196594157139770686626434326171875
208,false,21175.504707433165304919508997727461974136531352996826171875
209,true,21216.916101671468791678432097569384495727717876434326171875
210,false,21232.747082150337919415061804784272680990397930145263671875
211,false,21536.369871812129477006703126562570105306804180145263671875
212,false,21552.324869247640971081647620621879468671977519989013671875
213,false,21558.034698527639965781599329375239904038608074188232421875
214,false,21560.626720391731171388993715254400740377604961395263671875
215,false,21736.794592674029532985979784598384867422282695770263671875
216,false,21750.890905356474063381266859096285770647227764129638671875
217,false,21767.727117587616318672427695446458528749644756317138671875
218,true,22017.8543437832549261035097742933430708944797515869140625
219,false,22297.9984331584107553059226347613730467855930328369140625
220,false,22319.4597352242578909287118449356057681143283843994140625
221,false,22371.3427170936763987985074209063895978033542633056640625
222,false,22387.0180649983264340452393525993102230131626129150390625
223,true,22517.4098154026309084319024123033159412443637847900390625
224,false,22559.7902601749203237435636992813670076429843902587890625
225,false,22720.3167237999990144547979298295103944838047027587890625
226,false,22973.6458734411359652316519941450678743422031402587890625
227,false,23234.8056889596519491991699624122702516615390777587890625
228,true,23408.8236884044039849417373488904559053480625152587890625
229,false,23417.3422659258164719719985669144080020487308502197265625
230,false,23590.7131284745754931098105089404270984232425689697265625
231,false,23761.4555372362508001149450365119264461100101470947265625
232,false,23851.5047362305436655649515387267456389963626861572265625
233,false,23889.1245512998412101612899505198583938181400299072265625
234,false,23978.7153135349561898781445279382751323282718658447265625
235,false,24033.5600272071963650066805939786718226969242095947265625
236,false,24096.3499687820763119905365101658389903604984283447265625
237,false,24344.8245408144613100009934214540407992899417877197265625
238,false,24404.7633944810917319134802028202102519571781158447265625
239,false,24529.7577045994379238980087620802805759012699127197265625
240,false,24566.2384699577624138644438289702520705759525299072265625
241,false,24687.5159985416509533795448305681929923593997955322265625
242,false,24786.9000699049603844148492726162658073008060455322265625
243,false,24876.6881450837608105164378002882585860788822174072265625
244,false,24894.2202413161911727090824797414825297892093658447265625
245,false,24911.0032207240556181293555937372730113565921783447265625
246,false,24993.6480490559169089781477168799028731882572174072265625
247,false,25064.6026425353789284233840817250893451273441314697265625
248,true,25209.9062483194111143891547044404433108866214752197265625
249,false,25248.8564304892808627389655384831712581217288970947265625
250,true,25292.1490940703199561401248729453072883188724517822265625
251,false,25339.7281752153384266623703524601296521723270416259765625
252,false,25389.4667669096792741445511865094886161386966705322265625
253,false,25424.6546793025648176556074986365274526178836822509765625
254,false,25496.2662592498845148814012873117462731897830963134765625
255,false,25717.7873045074725857350728119854466058313846588134765625
256,true,25876.8479587564021946466397139374748803675174713134765625
257,true,25939.5540009984307110446621891242102719843387603759765625
258,false,25981.9140849543940297028399299961165525019168853759765625
259,false,26139.9358627151815304134885309395031072199344635009765625
260,false,26327.1057686372626156501297600698308087885379791259765625
261,false,26363.5978042723737309049880650491104461252689361572265625
262,false,26445.3029387573550883505646424964652396738529205322265625
263,false,26613.5702936875501853908332350329146720468997955322265625
264,false,26660.8652938803379959242789709605858661234378814697265625
265,true,26758.1251330498214235920073633678839541971683502197265625
266,false,26897.4126776962217297839430329986498691141605377197265625
267,false,27403.1183937545919582223774568774388171732425689697265625
268,false,27502.6362094839680116908908757977769710123538970947265625
269,false,27897.9389429226220704638450342827127315104007720947265625
270,false,28022.4460982023284663089413015768514014780521392822265625
271,false,28024.9986007312972422500507718723383732140064239501953125
272,false,28030.3254284666503555190075758218881674110889434814453125
273,false,28068.7873718930692181761088477287557907402515411376953125
274,false,28204.6249827251655635240723540846374817192554473876953125
275,false,28413.0186112552249089180378405217197723686695098876953125
276,false,28537.4096876609610948793971374470856972038745880126953125
277,false,28646.0108180752151245673786661427584476768970489501953125
278,false,28656.4532113819325342962684999292832799255847930908203125
279,false,28789.1603258060058021516880444323760457336902618408203125
280,false,28820.3680866930881994125712708409992046654224395751953125
281,false,28857.5808413053473746590071868922677822411060333251953125
282,false,28907.8144705449208349268275242138770408928394317626953125
283,false,29058.4252704681064873870610654194024391472339630126953125
284,false,29172.0514540838965278357619581584003753960132598876953125
285,false,29277.6813349295626356383337451916304416954517364501953125
286,true,29336.3366869818309201622952286925283260643482208251953125
287,false,29547.4129978243985565899976108994451351463794708251953125
288,false,29551.7185766114450979902272820254438556730747222900390625
289,false,29794.3642019857989675646336991121643222868442535400390625
290,false,30082.4298499074333899105937462081783451139926910400390625
291,false,30329.1394848318672752274238746394985355436801910400390625
292,false,30359.4922381422964294817035124651738442480564117431640625
293,false,30506.1359176995524082887101258165785111486911773681640625
294,false,30840.2845173326517171918936810470768250524997711181640625
295,false,30943.0596231447654675950076352819451130926609039306640625
296,false,31041.0500442061970860496700197472819127142429351806640625
297,false,31061.2767926668895095421163432547473348677158355712890625
298,false,31275.5983041625045084632716907435678876936435699462890625
299,false,31292.9569925568709616303664233782910741865634918212890625
300,false,31334.2264923626401975642608022099011577665805816650390625
301,false,31397.4131860636831385935607841020100750029087066650390625
302,true,31449.5904342365036152617818743237876333296298980712890625
303,false,31624.1713656100022442618779905387782491743564605712890625
304,false,31638.5728444222595430179723052788176573812961578369140625
305,false,31720.1899957791126711814655436683096922934055328369140625
306,false,31828.5112352955764623008150238092639483511447906494140625
307,false,32084.4601997830762984964536599363782443106174468994140625
308,false,32386.1337196706041441363055355395772494375705718994140625
309,true,32388.5511845033832980522703337555867619812488555908203125
310,false,32403.8464873366977621049755953208659775555133819580078125
311,false,32430.3521448504799942202936335888807661831378936767578125
312,false,32473.9422602744179819911352069539134390652179718017578125
313,false,32553.1488344442105422604782916096155531704425811767578125
314,false,32604.8491276912704102119988647245918400585651397705078125
315,false,32623.3939446332461706834493497808580286800861358642578125
316,false,32653.0710534783225817978546956510399468243122100830078125
317,false,32690.9818481584579423770975381557946093380451202392578125
318,false,32700.1513182848869771834898756424081511795520782470703125
319,true,32878.2213225937351037675426823625457473099231719970703125
320,false,32929.1869996979217642962822765184682793915271759033203125
321,false,32956.5172662865780861540798696296405978500843048095703125
322,false,33094.5476364343919268851124115826678462326526641845703125
323,false,33205.4995225065923218910057812536251731216907501220703125
324,false,33330.1453748340996778853906334916246123611927032470703125
325,true,33410.2151320241458674065171408074093051254749298095703125
326,false,33431.2911964612996993384541610794258303940296173095703125
327,false,33512.6172840615414199039179266037535853683948516845703125
328,true,33521.2891437004231545149224302804213948547840118408203125
329,false,33529.0302620243946700728798759882920421659946441650390625
330,false,33744.6755247286513788029793659006827510893344879150390625
331,true,33825.0683800529635727460942007382982410490512847900390625
332,false,33858.5211652899942118555287606795900501310825347900390625
333,false,33989.8868949496345062133428882589214481413364410400390625
334,false,34061.1064056707775729027076749844127334654331207275390625
335,false,34205.0581418530348936091201039744191803038120269775390625
336,false,34391.1896942941858379416686375407152809202671051025390625
337,false,34453.7503808399386040495215866030775941908359527587890625
338,false,34463.1218721141014234010668815244571305811405181884765625
339,true,34501.1285514339720654763965512756840325891971588134765625
340,false,34580.1386033928913852353304037023917771875858306884765625
341,true,34704.0643637517045638762880344074801541864871978759765625
342,false,34715.0784414103517312444324716125265695154666900634765625
343,false,34815.0495780685687654543158942033187486231327056884765625
344,false,34939.8082945316162712945384782869950868189334869384765625
345,false,34945.3454163954909985623231705176294781267642974853515625
346,false,34975.5273884202937664245069981916458345949649810791015625
347,true,34997.8677669856407688175892189974547363817691802978515625
348,false,35200.4659914238695519461685989881516434252262115478515625
349,false,35503.7914098214345399728841812247992493212223052978515625
350,false,35664.3269301835623521501617005924344994127750396728515625
351,false,35794.1947111660165588009618886644602753221988677978515625
352,false,35827.0526055006908718869595986689091660082340240478515625
353,false,35838.8035875199850457395456260201171971857547760009765625
354,true,35870.8935186813749445011723082643584348261356353759765625
355,false,35889.3323048796397130022484134315163828432559967041015625
356,false,35918.0803777877320881461997714723111130297183990478515625
357,false,36254.9563955656894604917539481903077103197574615478515625
358,false,36266.0097319875482428930268952171900309622287750244140625
359,false,36547.9160869552065735721413375358679331839084625244140625
360,false,36817.0873888376139932976371937911608256399631500244140625
361,false,36959.8605023298553151622769519235589541494846343994140625
362,false,36968.9944560860021935955188610023469664156436920166015625
363,false,37017.7084386703831297982247861000359989702701568603515625
364,true,37041.4520279018176138752238557572127319872379302978515625
365,false,37198.0963825623772136541589361513615585863590240478515625
366,false,37225.2355785501735303544279531706706620752811431884765625
367,false,37305.7455729177990397804620670285657979547977447509765625
368,false,37611.9733337873511678228766186293796636164188385009765625
369,false,37662.6434164675142517442196776755736209452152252197265625
370,false,37681.6325090169194373945771303624496795237064361572265625
371,false,37683.9057487330569917727274287244654260575771331787109375
372,false,37686.4621171685071059354044109568349085748195648193359375
373,false,37802.5022247267488066935214874320081435143947601318359375
374,false,38053.1999145507139983291011731125763617455959320068359375
375,true,38109.6741806188201378002844421644113026559352874755859375
376,false,38112.7272403421108954990614847702090628445148468017578125
377,false,38236.5035861665707621614984645930235274136066436767578125
378,false,38337.1809806053763260980105087583069689571857452392578125
379,false,38696.8972172267921998400908023540978319942951202392578125
380,false,38722.5013816142125471220225563229178078472614288330078125
381,false,38759.4530104902067570993295930747990496456623077392578125
382,false,38960.9054852877434236280151935716276057064533233642578125
383,true,39223.7775901216020806305806445379857905209064483642578125
384,false,39334.1080090014625121330738011238281615078449249267578125
385,false,39343.4063271978518454563555906133842654526233673095703125
386,false,39500.2182850872381660867205255271983332931995391845703125
387,false,39629.2043609296960025023537355082225985825061798095703125
388,false,39666.6288987650824904296342765519511885941028594970703125
389,false,39699.4708708145470279493594034647685475647449493408203125
390,false,39710.2399918730058889781986408706870861351490020751953125
391,true,39886.9053084556049360021034999590483494102954864501953125
392,false,40102.8918288532119025280309188019600696861743927001953125
393,false,40156.1495230391890249865838313780841417610645294189453125
394,false,40292.1193396586370074619054548747953958809375762939453125
395,false,40694.6616749609208529836479328878340311348438262939453125
396,false,40703.8471601813910389910944331859354861080646514892578125
397,false,40745.9565383722004121569426615678821690380573272705078125
398,false,40922.8296067241932114644242801659856922924518585205078125
399,false,41009.1174630341115368015181275040959008038043975830078125
400,true,41184.3482207639659258280317999378894455730915069580078125
401,true,41313.9124497650860086128687953532789833843708038330078125
402,false,41434.6423899440760429957464339167927391827106475830078125
403,true,41586.1769168615981719927532367364619858562946319580078125
404,false,41841.1142886075189288863640513227437622845172882080078125
405,false,41847.8047545444565626926447521327645517885684967041015625
406,false,41942.5453651073625052081439434914500452578067779541015625
407,false,41997.2478351463126655662705388749600388109683990478515625
408,false,42027.9919061279661589569656143794418312609195709228515625
409,false,42060.1068466520436983646646922352374531328678131103515625
410,false,42323.5273050950213316045989131453097797930240631103515625
411,false,42358.9756513896726330958841799656511284410953521728515625
412,false,42400.6421619598862078337475622902275063097476959228515625
413,true,42440.6941269581566003044059698368073441088199615478515625
414,false,42605.5992198037181692971131496960879303514957427978515625
415,false,42748.8019111639197531449241296286345459520816802978515625
416,false,42854.5648782754051622223556705648661591112613677978515625
417,false,42871.9379973048873806451553036822588182985782623291015625
418,false,43038.6072071400083756120835687397629953920841217041015625
419,false,43089.7966643232723724654675834244699217379093170166015625
420,false,43137.1624410421104285351390217329026199877262115478515625
421,true,43202.9632071114995552907345199855626560747623443603515625
422,true,43238.2907714716311728953002102571190334856510162353515625
423,false,43401.2112202387391006741523824530304409563541412353515625
424,false,43525.4442505137470773579622118631959892809391021728515625
425,false,43538.9016028490242862236669907360919751226902008056640625
426,false,43684.3182056117067164624501174330362118780612945556640625
427,false,43769.2558462329378985433692150763818062841892242431640625
428,false,43974.7554926989138552873015441946336068212985992431640625
429,false,44070.9757523665134046897406960852094925940036773681640625
430,false,44293.2750530857027515541091133854934014379978179931640625
431,false,44303.0175070882981265274480620064423419535160064697265625
432,false,44315.1007771133558608145364132724353112280368804931640625
433,false,44361.5841152748546181161515278290607966482639312744140625
434,false,44377.1882398696607270327518790509202517569065093994140625
435,false,44621.9042204731258396410709110568859614431858062744140625
436,false,44684.6118692032983334971874000984826125204563140869140625
437,false,44922.7413861446053646719889229643740691244602203369140625
438,false,44949.9899113212903325464964154889457859098911285400390625
439,false,44994.0816362986869914042387108565890230238437652587890625
440,false,45156.8098073286290097261286291541182436048984527587890625
441,false,45201.8027101701571235370380463791661895811557769775390625
442,true,45285.5745061339035937297836653669946826994419097900390625
443,true,45338.3604742308330310951447472689324058592319488525390625
444,true,45379.8368333928833175949790756931179203093051910400390625
445,false,45671.3673763202460913479541204651468433439731597900390625
446,false,45693.4666651765272187279975923956953920423984527587890625
447,false,45710.1516058195567817623583550812327302992343902587890625
448,false,45885.0223501242290391477496314109885133802890777587890625
449,false,45940.5139793937321679440088928458862937986850738525390625
450,false,46141.4175515011382595620403890279703773558139801025390625
451,false,46305.8101029759206677116623041001730598509311676025390625
452,false,46412.2406310612710991225782208857708610594272613525390625
453,false,46422.4548321234342227459279683898785151541233062744140625
454,false,46474.4370516630343745934084154214360751211643218994140625
455,false,46598.5170855123829130040036261561908759176731109619140625
456,false,46660.1703744901194783611941829803981818258762359619140625
457,true,46755.8331235543917971941851874362328089773654937744140625
458,true,46803.1992621761308017713787421598681248724460601806640625
459,false,46946.8974841337157928311540899812825955450534820556640625
460,false,47090.4615664168043027704158021151670254766941070556640625
461,false,47102.8170901562673924534152547494159080088138580322265625
462,false,47131.7915058938263916932243091650889255106449127197265625
463,false,47223.4985156876864869079923892059014178812503814697265625
464,false,47268.6186887825482492164752557073370553553104400634765625
465,false,47278.0660232094642625444436134785064496099948883056640625
466,false,47288.9168978173862447622610716280178166925907135009765625
467,false,47338.4603266436042849907295249067828990519046783447265625
468,false,47417.4862348511824825525451387875364162027835845947265625
469,false,47460.1520856486456259037964855451718904078006744384765625
470,false,47536.9789160167445081217607594226137734949588775634765625
471,false,47627.6680335914381052564436913598910905420780181884765625
472,false,47865.1197719287326057813203306068317033350467681884765625
473,false,47918.8843019546541930342442583423689939081668853759765625
474,true,47978.7092409793071701162858744282857514917850494384765625
475,false,48006.6040390026388158251080540139810182154178619384765625
476,false,48154.6269246103257748448100983296171762049198150634765625
477,false,48182.7211016094856772529197996846050955355167388916015625
478,false,48274.1837349566400432454571500784368254244327545166015625
479,false,48319.5676444703268599401013716487796045839786529541015625
480,false,48392.4678449240431261646477878457517363131046295166015625
481,true,48454.2723007219492272756866668714792467653751373291015625
482,false,48468.6730747938515639905432408340857364237308502197265625
483,false,48633.0046588719859903537923173644230701029300689697265625
484,false,48781.9658948887587348597350001000449992716312408447265625
